"id_event","disease","serotype","latitude","longitude","locality","country","region","observation_date","report_date","species","diagnosis_source","humans_affected","humans_deaths","diagnosis_status"
240257,"African swine fever",,12.1762,15.0511,"1st district, Farcha,","Chad","Africa","2018-08-29T00:00:00Z","2018-09-14T00:00:00Z","Domestic,Swine,","OIE",,,"Confirmed"
240256,"African swine fever",,12.1762,14.931,"9th district, N''''Djamena","Chad","Africa","2018-08-25T00:00:00Z","2018-09-14T00:00:00Z","Domestic,Swine,","OIE",,,"Confirmed"
191677,"African swine fever",,12.7,15.6,"7th district of N'djamena","Chad","Africa","2014-09-03T00:00:00Z","2014-09-25T00:00:00Z","Domestic,swine,","OIE",,,"Confirmed"
210792,"African swine fever",,13.286,-4.594,"Sanekuy","Mali","Africa","2016-01-01T00:00:00Z","2016-02-23T00:00:00Z","Domestic,Swine,","OIE",,,"Confirmed"
181694,"African swine fever",,9.350512,2.601006,"Parakou","Benin","Africa","2013-11-03T00:00:00Z","2013-11-06T00:00:00Z","Domestic,swine,","OIE",,,"Confirmed"
314414,"African swine fever",,43.115,92.669,"Nanquan Village,Sandaoling Township,Yizhou District","China","Asia","2022-02-21T00:00:00Z","2022-02-28T00:00:00Z","Domestic,Swine,","OIE",,,"Confirmed"
308992,"African swine fever",,40.03,119.81,"Qinhuangdao","China","Asia","2021-12-12T00:00:00Z","2021-12-16T00:00:00Z","Domestic,Swine,","OIE",,,"Confirmed"
307778,"African swine fever",,29.309,113.586,"G56 Highway checkpoint for Animal health supervision,Zhanqiao Township","China","Asia","2021-11-27T00:00:00Z","2021-12-01T00:00:00Z","Domestic,Swine,","OIE",,,"Confirmed"
306391,"African swine fever",,18.774,110.34,"Taiyang village","China","Asia","2021-10-23T00:00:00Z","2021-11-09T00:00:00Z","Domestic,Swine,","OIE",,,"Confirmed"
302845,"African swine fever",,29.639,111.812,"G55 Highway checkpoint for Animal health supervision,Renhepu Township","China","Asia","2021-09-04T00:00:00Z","2021-09-08T00:00:00Z","Domestic,Swine,","OIE",,,"Confirmed"
298808,"African swine fever",,30.401166,106.842965,"G42 Highway checkpoint for Animal health supervision,Tianchi Township","China","Asia","2021-07-15T00:00:00Z","2021-07-21T00:00:00Z","Domestic,Swine,","OIE",,,"Confirmed"
295121,"African swine fever",,24.480324728832,118.2954108926,"Wu Sha Jiao shore, Kinmen County, Taiwan Province  ","China","Asia","2021-05-01T00:00:00Z","2021-05-03T00:00:00Z","Domestic,Swine,","National authorities",,,"Confirmed"
294257,"African swine fever",,41.68885,110.412404,"Darhan Muminggan United Banner","China","Asia","2021-04-25T00:00:00Z","2021-04-28T00:00:00Z","Domestic,Swine,","National authorities",,,"Confirmed"
292467,"African swine fever",,43.98,81.27,"Xinjiang Production Construction Bingtuan","China","Asia","2021-04-04T00:00:00Z","2021-04-04T00:00:00Z","Domestic,Swine,","National authorities",,,"Confirmed"
291590,"African swine fever",,28.43,113.14,"Changsha County","China","Asia","2021-03-25T00:00:00Z","2021-03-26T00:00:00Z","Domestic,Swine,","National authorities",,,"Confirmed"
291348,"African swine fever",,43.975605,81.367005,"Dadamutu","China","Asia","2021-03-22T00:00:00Z","2021-03-22T00:00:00Z","Domestic,Swine,","National authorities",,,"Confirmed"
291002,"African swine fever",,30.396899657944,106.85404373031,"Tianchi Expressway Intersection, Huaying City","China","Asia",,"2021-03-08T00:00:00Z","Domestic,Swine,","National authorities",,,"Confirmed"
290181,"African swine fever",,32.15,111.96,"Fancheng District","China","Asia","2021-03-04T00:00:00Z","2021-03-05T00:00:00Z","Domestic,Swine,","National authorities",,,"Confirmed"
290180,"African swine fever",,31.09,102.415833,"Xiaojin County","China","Asia","2021-03-01T00:00:00Z","2021-03-05T00:00:00Z","Domestic,Swine,","National authorities",,,"Confirmed"
289788,"African swine fever",,23.639421,105.615764,"Funin County","China","Asia","2021-02-26T00:00:00Z","2021-03-01T00:00:00Z","Domestic,Swine,","National authorities",,,"Confirmed"
289554,"African swine fever",,39.3,116.7,"Hebei province","China","Asia","2020-11-30T00:00:00Z","2021-02-26T00:00:00Z","Domestic,Swine,","National authorities",,,"Confirmed"
289553,"African swine fever",,48,129,"Heilongjiang province","China","Asia","2020-12-31T00:00:00Z","2021-02-26T00:00:00Z","Domestic,Swine,","National authorities",,,"Confirmed"
289552,"African swine fever",,48,129,"Heilongjiang province","China","Asia","2020-11-30T00:00:00Z","2021-02-26T00:00:00Z","Domestic,Swine,","National authorities",,,"Confirmed"
289551,"African swine fever",,48,129,"Heilongjiang province","China","Asia","2020-09-30T00:00:00Z","2021-02-26T00:00:00Z","Domestic,Swine,","National authorities",,,"Confirmed"
289550,"African swine fever",,31.2,112.3,"Hubei province","China","Asia","2020-06-30T00:00:00Z","2021-02-26T00:00:00Z","Domestic,Swine,","National authorities",,,"Confirmed"
289549,"African swine fever",,39.3,116.7,"Hebei province","China","Asia","2020-11-30T00:00:00Z","2021-02-26T00:00:00Z","Domestic,Swine,","National authorities",,,"Confirmed"
289548,"African swine fever",,39.3,116.7,"Hebei province","China","Asia","2020-10-30T00:00:00Z","2021-02-26T00:00:00Z","Domestic,Swine,","National authorities",,,"Confirmed"
289547,"African swine fever",,41.1,122.3,"Liaoning province","China","Asia","2020-12-31T00:00:00Z","2021-02-26T00:00:00Z","Domestic,Swine,","National authorities",,,"Confirmed"
289546,"African swine fever",,41.1,122.3,"Liaoning province","China","Asia","2020-11-30T00:00:00Z","2021-02-26T00:00:00Z","Domestic,Swine,","National authorities",,,"Confirmed"
289545,"African swine fever",,41.1,122.3,"Liaoning province","China","Asia","2020-09-30T00:00:00Z","2021-02-26T00:00:00Z","Domestic,Swine,","National authorities",,,"Confirmed"
289544,"African swine fever",,43.7,126.2,"Jilin province","China","Asia","2020-07-31T00:00:00Z","2021-02-26T00:00:00Z","Domestic,Swine,","National authorities",,,"Confirmed"
289543,"African swine fever",,48,129,"Heilongjiang province","China","Asia","2020-09-30T00:00:00Z","2021-02-26T00:00:00Z","Domestic,Swine,","National authorities",,,"Confirmed"
289542,"African swine fever",,48,129,"Heilongjiang province","China","Asia","2020-07-31T00:00:00Z","2021-02-26T00:00:00Z","Domestic,Swine,","National authorities",,,"Confirmed"
289541,"African swine fever",,31.2,112.3,"Hubei province","China","Asia","2020-06-30T00:00:00Z","2021-02-26T00:00:00Z","Domestic,Swine,","National authorities",,,"Confirmed"
288857,"African swine fever",,42.87,93.34,"Red Xing'erchang ","China","Asia","2021-02-09T00:00:00Z","2021-02-11T00:00:00Z","Domestic,Swine,","National authorities",,,"Confirmed"
286647,"African swine fever",,24.66722,115.963364,"Wenshui Village,DongshiTownship","China","Asia","2021-01-17T00:00:00Z","2021-01-21T00:00:00Z","Domestic,Swine,","National authorities",,,"Confirmed"
280828,"African swine fever",,26.9605,102.8893,"Highway checkpoint for Animal health supervision,Hulukou,","China","Asia","2020-10-22T00:00:00Z","2020-10-26T00:00:00Z","Domestic,Swine,","National authorities",,,"Confirmed"
280665,"African swine fever",,41.867556,123.726,"Xiaorenjing Village, Gaokan Zhen, Weinan District","China","Asia","2018-08-15T00:00:00Z","2018-08-15T00:00:00Z","Domestic,Swine,","National authorities",,,"Confirmed"
280660,"African swine fever",,24.440915,118.266,"The General's Fortress","China","Asia","2020-02-05T00:00:00Z","2020-02-05T00:00:00Z","Domestic,Swine,","National authorities",,,"Confirmed"
279840,"African swine fever",,28.878782,108.73784,"Youyang County","China","Asia",,"2020-10-09T00:00:00Z","Domestic,Swine,","National authorities",,,"Confirmed"
276532,"African swine fever",,29.02175,106.2916,"Luohuang Highway checkpoint(Xianfeng) for Animal health supervision","China","Asia","2020-07-22T00:00:00Z","2020-07-29T00:00:00Z","Domestic,Swine,","OIE",,,"Confirmed"
273499,"African swine fever",,26.235,100.55,"Jinjiang Village, TaoyuanTownship","China","Asia","2020-05-30T00:00:00Z","2020-06-05T00:00:00Z","Domestic,Swine,","National authorities",,,"Confirmed"
272675,"African swine fever",,36.46277,103.37166,"Hexi Village","China","Asia","2020-05-22T00:00:00Z","2020-05-29T00:00:00Z","Domestic,Swine,","National authorities",,,"Confirmed"
270647,"African swine fever",,32.31527,106.82972,"Qiaoheqiao Parking, Nanjiang, Bazhong","China","Asia","2020-04-18T00:00:00Z","2020-04-22T00:00:00Z","Domestic,Swine,","OIE",,,"Confirmed"
270264,"African swine fever",,34.12565,118.75485,"	427# Shenzhen xilu, Shucheng Street, Shuyang, Suqian,","China","Asia","2020-04-11T00:00:00Z","2020-04-17T00:00:00Z","Domestic,Swine,","OIE",,,"Confirmed"
269889,"African swine fever",,39.11801,110.55282,"Laogaochuan Town, Fugu County","China","Asia","2020-04-10T00:00:00Z","2020-04-12T00:00:00Z","Domestic,Swine,","OIE",,,"Confirmed"
269888,"African swine fever",,41.14,95.04,"Liuyuan Highway checkpoint for Animal health supervision, Guazhou","China","Asia","2020-04-08T00:00:00Z","2020-04-12T00:00:00Z","Domestic,Swine,","OIE",,,"Confirmed"
269571,"African swine fever",,31.33777,108.76055,"Liuping Village,Jiangkou Township","China","Asia","2020-04-01T00:00:00Z","2020-04-07T00:00:00Z","Domestic,Swine,","OIE",,,"Confirmed"
268790,"African swine fever",,33.03466,105.01401,"Caoshan Village,Wuku Township, Wudu District","China","Asia","2020-03-31T00:00:00Z","2020-04-06T00:00:00Z","Domestic,Swine,","OIE",,,"Confirmed"
268789,"African swine fever",,33.8875,106.37277,"	Highway checkpoint for Animal health supervision,Yangdian Township, Liangdang","China","Asia","2020-03-30T00:00:00Z","2020-04-06T00:00:00Z","Domestic,Swine,","OIE",,,"Confirmed"
268025,"African swine fever",,29.52583,103.81166,"	Highway checkpoint for Animal health supervision,Lingyun Townshi","China","Asia","2020-03-30T00:00:00Z","2020-04-02T00:00:00Z","Domestic,Swine,","OIE",,,"Confirmed"
267407,"African swine fever",,39.45,106.96416,"Heilonggui,Qipanjing Township, Otog Banner","China","Asia","2020-03-27T00:00:00Z","2020-03-29T00:00:00Z","Domestic,Swine,","National authorities",,,"Confirmed"
267400,"African swine fever",,32.70638,106.04527,"Guangyuan","China","Asia","2020-03-26T00:00:00Z","2020-03-29T00:00:00Z","Domestic,Swine,","OIE",,,"Confirmed"
266823,"African swine fever",,34.77582,112.01782,"Sanmengxia","China","Asia","2020-03-09T00:00:00Z","2020-03-17T00:00:00Z","Domestic,Swine,","OIE",,,"Confirmed"
266822,"African swine fever",,27.950023,105.596209,"Tianlinn Villae, Leshan","China","Asia","2020-03-10T00:00:00Z","2020-03-17T00:00:00Z","Domestic,Swine,","OIE",,,"Confirmed"
266752,"African swine fever",,29.46239,103.77997,"Leshan","China","Asia","2020-03-09T00:00:00Z","2020-03-14T00:00:00Z","Domestic,Swine,","OIE",,,"Confirmed"
262766,"African swine fever",,28.33394,105.38175,"Checkpoint for animal health supervision of G321 highway in Xuyong county ","China","Asia","2019-12-20T00:00:00Z","2019-12-24T00:00:00Z","Domestic,Swine,","National authorities",,,"Confirmed"
261178,"African swine fever",,25.3926,98.651,"Baiguo Community, Jietou Township, Tengchong City,","China","Asia","2019-11-10T00:00:00Z","2019-11-13T00:00:00Z","Domestic,Swine,","National authorities",,,"Confirmed"
260803,"African swine fever",,30.18956,107.30243,"Toll station for G50 highway in the Minxin Village,Chengxi Township","China","Asia","2019-11-06T00:00:00Z","2019-11-09T00:00:00Z","Domestic,Swine,","National authorities",,,"Confirmed"
260425,"African swine fever",,25.19277,101.47694,"Longhe Village, Donggua Township","China","Asia","2019-10-21T00:00:00Z","2019-10-25T00:00:00Z","Domestic,Swine,","National authorities",,,"Confirmed"
260102,"African swine fever",,21.83138,109.7475,"Toll station for G59 highway in the Songwang Township, Bobai, Yulin, ","China","Asia","2019-10-12T00:00:00Z","2019-10-15T00:00:00Z","Domestic,Swine,","National authorities",,,"Confirmed"
259957,"African swine fever",,34.47638,104.37222,"Hualingou Village,Puma Township ","China","Asia","2019-09-23T00:00:00Z","2019-10-13T00:00:00Z","Domestic,Swine,","National authorities",,,"Confirmed"
259119,"African swine fever",,22.92611,110.96611,"Siying Village, Cenxi Township","China","Asia",,"2019-09-23T00:00:00Z","Domestic,Swine,","National authorities",,,"Confirmed"
258774,"African swine fever",,21.71777,108.45638,"Toll station exit of Qindong highway,Highway checkpoint for Animal health supervision, Fangcheng","China","Asia","2019-08-05T00:00:00Z","2019-08-09T00:00:00Z","Domestic,Swine,","OIE",,,"Confirmed"
258717,"African swine fever",,38.40083,106.40861,"Qiangjiamiao Village,Zhangzheng Township","China","Asia","2019-09-06T00:00:00Z","2019-09-10T00:00:00Z","Domestic,Swine,","National authorities",,,"Confirmed"
258465,"African swine fever",,27.6836,103.3739,"Laojie Community","China","Asia","2019-08-20T00:00:00Z","2019-08-27T00:00:00Z","Domestic,Swine,","OIE",,,"Confirmed"
258189,"African swine fever",,30.02694,113.28333,"Shuanghong Village","China","Asia","2019-07-29T00:00:00Z","2019-08-08T00:00:00Z","Domestic,Swine,","OIE",,,"Confirmed"
258183,"African swine fever",,42.96083,124.85861,"Highway checkpoint for Animal health supervision","China","Asia","2019-07-26T00:00:00Z","2019-08-08T00:00:00Z","Domestic,Swine,","OIE",,,"Confirmed"
258182,"African swine fever",,42.77722,124.85916,"Highway checkpoint for Animal health supervision","China","Asia","2019-07-26T00:00:00Z","2019-08-08T00:00:00Z","Domestic,Swine,","OIE",,,"Confirmed"
258181,"African swine fever",,42.60777,123.27055,"Toll station exit of Haizhou highway","China","Asia","2019-07-26T00:00:00Z","2019-08-08T00:00:00Z","Domestic,Swine,","OIE",,,"Confirmed"
257387,"African swine fever",,42.74,124.71,"Anmin Town, Xifeng County","China","Asia",,"2019-07-27T00:00:00Z","Domestic,Swine,","National authorities",,,"Confirmed"
257386,"African swine fever",,42.140593,123.036662,"Kangping County","China","Asia",,"2019-07-27T00:00:00Z","Domestic,Swine,","National authorities",,,"Confirmed"
255466,"African swine fever",,29.67173,103.60141,"Ganjiang Township, Jiajiang County","China","Asia","2019-07-11T00:00:00Z","2019-07-17T00:00:00Z","Domestic,Swine,","National authorities",,,"Confirmed"
255285,"African swine fever",,30.78611,115.22861,"Pushudian Village,Dandian Township ","China","Asia","2019-07-07T00:00:00Z","2019-07-11T00:00:00Z","Domestic,Swine,","National authorities",,,"Confirmed"
255063,"African swine fever",,23.2575,109.61222,"Zhongli Village, Zhongli Township, Gangbei District","China","Asia","2019-07-04T00:00:00Z","2019-07-06T00:00:00Z","Domestic,Swine,","National authorities",,,"Confirmed"
255062,"African swine fever",,22.19555,110.24888,"Datang Village,Daqiao Township, Luchuan","China","Asia","2019-06-30T00:00:00Z","2019-07-05T00:00:00Z","Domestic,Swine,","National authorities",,,"Confirmed"
254835,"African swine fever",,37.534425,105.23466," Hongjia Slaughterhouse, Rouyuan Township, Shapotou District ","China","Asia","2019-06-27T00:00:00Z","2019-06-28T00:00:00Z","Domestic,Swine,","National authorities",,,"Confirmed"
254507,"African swine fever",,36.35521,101.887831,"Shangfatai Village, Shihuiyao Town, Ping'an Distric","China","Asia","2019-06-22T00:00:00Z","2019-06-23T00:00:00Z","Domestic,Swine,","National authorities",,,"Confirmed"
254504,"African swine fever",,25.672666,107.978333," Lianxin Village,Zhoutan Township, Sandu County","China","Asia","2019-06-18T00:00:00Z","2019-06-21T00:00:00Z","Domestic,Swine,","National authorities",,,"Confirmed"
254501,"African swine fever",,25.769518,107.040835,"Leyang Village,Tongzhou Township, Pingtang","China","Asia","2019-06-17T00:00:00Z","2019-06-21T00:00:00Z","Domestic,Swine,","National authorities",,,"Confirmed"
254500,"African swine fever",,25.702042,106.85992,"Luoliang Village,Kedu Township, Pingtang ","China","Asia","2019-06-17T00:00:00Z","2019-06-21T00:00:00Z","Domestic,Swine,","National authorities",,,"Confirmed"
254273,"African swine fever",,26.10993,107.64206,"Duyun City","China","Asia","2019-06-09T00:00:00Z","2019-06-11T00:00:00Z","Domestic,Swine,","National authorities",,,"Confirmed"
253784,"African swine fever",,26.2061,107.50087,"Toll station for G75highway in the south o fXiaozhai, Duyun City","China","Asia","2019-05-30T00:00:00Z","2019-06-01T00:00:00Z","Domestic,Swine,","National authorities",,,"Confirmed"
253660,"African swine fever",,21.876642,100.84685,"Pazhen Village,Gelanghe Township, Menghai ","China","Asia","2019-05-26T00:00:00Z","2019-05-29T00:00:00Z","Domestic,Swine,","National authorities",,,"Confirmed"
253523,"African swine fever",,22.12951,109.920208,"Taiyang Village ","China","Asia","2019-05-25T00:00:00Z","2019-05-27T00:00:00Z","Domestic,Swine,","National authorities",,,"Confirmed"
253508,"African swine fever",,23.83749,104.22583,"Likezhe Village,Weimo Township","China","Asia","2019-05-23T00:00:00Z","2019-05-25T00:00:00Z","Domestic,Swine,","National authorities",,,"Confirmed"
253333,"African swine fever",,34.16338,102.80345,"Geji Village, Jiangza Township, Ruoergai,","China","Asia","2019-05-12T00:00:00Z","2019-05-20T00:00:00Z","Domestic,Swine,","National authorities",,,"Confirmed"
253280,"African swine fever",,39.27234,106.77036,"Dianchang Community,Hebin Township","China","Asia","2019-05-14T00:00:00Z","2019-05-21T00:00:00Z","Domestic,Swine,","National authorities",,,"Confirmed"
253235,"African swine fever",,26.65767,106.8225," Luowan Village, Dongfeng Township , Wudang District","China","Asia","2019-05-17T00:00:00Z","2019-05-18T00:00:00Z","Domestic,Swine,","National authorities",,,"Confirmed"
251750,"African swine fever",,18.60073,110.02274,"Paitian Village,Timeng Township, Lingshui Li Autonomous County","China","Asia","2019-04-13T00:00:00Z","2019-04-21T00:00:00Z","Domestic,Swine,","National authorities",,,"Confirmed"
251749,"African swine fever",,18.63638,109.7375,"Daolong Village,Baocheng Township ","China","Asia","2019-04-16T00:00:00Z","2019-04-21T00:00:00Z","Domestic,Swine,","National authorities",,,"Confirmed"
251748,"African swine fever",,19.56085,109.99155," Mianqianpo Village,Jiayue Township, Chengmai","China","Asia","2019-04-14T00:00:00Z","2019-04-21T00:00:00Z","Domestic,Swine,","National authorities",,,"Confirmed"
251746,"African swine fever",,19.85333,110.27444," Rulin Village,Yongxing Township, Xiuying District","China","Asia","2019-04-11T00:00:00Z","2019-04-21T00:00:00Z","Domestic,Swine,","National authorities",,,"Confirmed"
251745,"African swine fever",,18.74701,110.43483,"Siwei Village, Dong'ao Township, Wanning City","China","Asia","2019-04-11T00:00:00Z","2019-04-19T00:00:00Z","Domestic,Swine,","National authorities",,,"Confirmed"
251744,"African swine fever",,19.251019,109.698304,"Meiwan Village,Heqing Township, Danzhou","China","Asia","2019-04-12T00:00:00Z","2019-04-19T00:00:00Z","Domestic,Swine,","National authorities",,,"Confirmed"
251393,"African swine fever",,39.38984,76.03145,"Shule County Breeding Farm","China","Asia","2019-04-01T00:00:00Z","2019-04-12T00:00:00Z","Domestic,Swine,","National authorities",,,"Confirmed"
250579,"African swine fever",,30.27361,94.81111,"Gongzhong Village,Yigong Township","China","Asia","2019-03-21T00:00:00Z","2019-04-08T00:00:00Z","Domestic,Swine,","OIE",,,"Confirmed"
250578,"African swine fever",,29.97398,93.69989,"Xueka Village,Bahe Township","China","Asia","2019-03-07T00:00:00Z","2019-04-08T00:00:00Z","Domestic,Swine,","OIE",,,"Confirmed"
250577,"African swine fever",,29.39055,94.42,"Zhongshaba Village,Bujiu Township","China","Asia","2019-03-02T00:00:00Z","2019-04-08T00:00:00Z","Domestic,Swine,","OIE",,,"Confirmed"
250572,"African swine fever",,37.87916,77.39894,"11th Village,Yitimukong Township, Yecheng","China","Asia","2019-04-04T00:00:00Z","2019-04-08T00:00:00Z","Domestic,Swine,","National authorities",,,"Confirmed"
250269,"African swine fever",,27.51427,99.84652," Heping Village,Xiaozhongdian Township, Shangri-La City","China","Asia","2019-04-02T00:00:00Z","2019-04-04T00:00:00Z","Domestic,Swine,","National authorities",,,"Confirmed"
250268,"African swine fever",,44.12305,87.64722,"Jianquanzi Community","China","Asia","2019-04-01T00:00:00Z","2019-04-03T00:00:00Z","Domestic,Swine,","National authorities",,,"Confirmed"
250116,"African swine fever",,30.29,108.5,"Mingxing Village,Jiannan Township, Lichuan City ","China","Asia","2019-03-10T00:00:00Z","2019-03-31T00:00:00Z","Domestic,Swine,","National authorities",,,"Confirmed"
250017,"African swine fever",,30.1554,108.5616,"Zhamu Community, Duting Township, Lichuan City ","China","Asia","2019-03-21T00:00:00Z","2019-03-31T00:00:00Z","Domestic,Swine,","National authorities",,,"Confirmed"
249340,"African swine fever",,30.03944,108.11666,"Shuangba Village ","China","Asia","2019-03-17T00:00:00Z","2019-03-21T00:00:00Z","Domestic,Swine,","National authorities",,,"Confirmed"
248850,"African swine fever",,30.28859,106.90877,"Toll station for G65highway in the south of Linshui County","China","Asia","2019-03-10T00:00:00Z","2019-03-13T00:00:00Z","Domestic,Swine,","OIE",,,"Confirmed"
248551,"African swine fever",,22.98111,109.62388,"Hubiao Village, Xintang Township","China","Asia","2019-03-04T00:00:00Z","2019-03-07T00:00:00Z","Domestic,Swine,","National authorities",,,"Confirmed"
247751,"African swine fever",,37.7527,108.87699,"Haizetan Village","China","Asia","2019-02-17T00:00:00Z","2019-02-27T00:00:00Z","Domestic,Swine,","National authorities",,,"Confirmed"
247720,"African swine fever",,38.90805,115.69055,"Fangling Village ","China","Asia","2019-02-22T00:00:00Z","2019-02-25T00:00:00Z","Domestic,Swine,","National authorities",,,"Confirmed"
247613,"African swine fever",,25.81839,98.89023," Xinzhai Village,Liuku Township, Lushui City ","China","Asia","2019-02-17T00:00:00Z","2019-02-21T00:00:00Z","Domestic,Swine,","National authorities",,,"Confirmed"
247425,"African swine fever",,36.45805,117.6662," Dongyaoguan Village ","China","Asia","2019-02-18T00:00:00Z","2019-02-20T00:00:00Z","Domestic,Swine,","National authorities",,,"Confirmed"
247404,"African swine fever",,21.4958,109.2108,"Pingyang Village","China","Asia","2019-02-11T00:00:00Z","2019-02-19T00:00:00Z","Domestic,Swine,","National authorities",,,"Confirmed"
246813,"African swine fever",,26.40305,111.5875,"Hengchong Village,RenWan Township, Economic and Technological Development Zone ","China","Asia","2019-02-04T00:00:00Z","2019-02-13T00:00:00Z","Domestic,Swine,","National authorities",,,"Confirmed"
245482,"African swine fever",,38.3536,106.3069," Banqiao Village,Wangyuan Town, Yongning County","China","Asia","2019-01-11T00:00:00Z","2019-01-20T00:00:00Z","Domestic,Swine,","National authorities",,,"Confirmed"
245229,"African swine fever",,35.9066,107.6884,"Zhongping Village,Yima Township","China","Asia","2019-01-07T00:00:00Z","2019-01-13T00:00:00Z","Domestic,Swine,","National authorities",,,"Confirmed"
245228,"African swine fever",,33.7986,118.6736,"Huajing Village,Nanliuji Township","China","Asia","2019-01-06T00:00:00Z","2019-01-12T00:00:00Z","Domestic,Swine,","National authorities",,,"Confirmed"
244572,"African swine fever",,47.0972,125.7338,"Mingshui County","China","Asia","2018-12-29T00:00:00Z","2019-01-02T00:00:00Z","Domestic,Swine,","National authorities",,,"Confirmed"
244571,"African swine fever",,35.5986,112.9908,"Zezhou County","China","Asia","2018-12-27T00:00:00Z","2018-12-30T00:00:00Z","Domestic,Swine,","National authorities",,,"Confirmed"
244570,"African swine fever",,23.355,113.563,"Jingxia Village,Jiulong Township","China","Asia","2018-12-21T00:00:00Z","2018-12-22T00:00:00Z","Domestic,Swine,","National authorities",,,"Confirmed"
244568,"African swine fever",,23.094,114.118,"Hutou Village,Longxi Township ","China","Asia","2018-12-23T00:00:00Z","2018-12-25T00:00:00Z","Domestic,Swine,","National authorities",,,"Confirmed"
244557,"African swine fever",,26.592,117.931,"Yangkeng Village, Wangtai Township, Yanping District","China","Asia","2018-12-22T00:00:00Z","2018-12-24T00:00:00Z","Domestic,Swine,","National authorities",,,"Confirmed"
244319,"African swine fever",,26.583,107.313832,"Yangchangsi Village,Xingshi Township","China","Asia","2018-12-18T00:00:00Z","2018-12-21T00:00:00Z","Domestic,Swine,","National authorities",,,"Confirmed"
244154,"African swine fever",,26.284,118.35,"Yongkou Village, Xibin Township, Youxi","China","Asia","2018-12-18T00:00:00Z","2018-12-20T00:00:00Z","Domestic,Swine,","National authorities",,,"Confirmed"
244128,"African swine fever",,22.267,113.522,"Qianshan Slaughter house","China","Asia","2018-12-17T00:00:00Z","2018-12-19T00:00:00Z","Domestic,Swine,","National authorities",,,"Confirmed"
244127,"African swine fever",,29.753,106.246,"Tuanba Village,Dalu Township","China","Asia","2018-12-13T00:00:00Z","2018-12-18T00:00:00Z","Domestic,Swine,","National authorities",,,"Confirmed"
244017,"African swine fever",,45.279,130.99,"Hongtai Village ","China","Asia","2018-12-11T00:00:00Z","2018-12-16T00:00:00Z","Domestic,Swine,","National authorities",,,"Confirmed"
244016,"African swine fever",,31.225,105.397,"Xianshui Village","China","Asia","2018-12-12T00:00:00Z","2018-12-16T00:00:00Z","Domestic,Swine,","National authorities",,,"Confirmed"
243735,"African swine fever",,36.949,101.712," Daitongzhuang Village, Shuobei Township, Datong Hui and Tu Autonomous County ","China","Asia","2018-12-10T00:00:00Z","2018-12-12T00:00:00Z","Domestic,Swine,","National authorities",,,"Confirmed"
243733,"African swine fever",,31.584,106.771,"Gongqiao Village, Longbei Township, Bazhou District","China","Asia","2018-12-06T00:00:00Z","2018-12-12T00:00:00Z","Domestic,Swine,","National authorities",,,"Confirmed"
243636,"African swine fever",,26.681,106.747,"Xiaohe Village,Dula Township, Baiyun District","China","Asia","2018-12-06T00:00:00Z","2018-12-09T00:00:00Z","Domestic,Swine,","National authorities",,,"Confirmed"
243635,"African swine fever",,38.882,110.509,"Nihe Village, Yongxing Township, Shenmu ","China","Asia","2018-12-03T00:00:00Z","2018-12-09T00:00:00Z","Domestic,Swine,","National authorities",,,"Confirmed"
243507,"African swine fever",,35.993,111.493,"Xinshi Village, Jiade Township","China","Asia","2018-12-03T00:00:00Z","2018-12-06T00:00:00Z","Domestic,Swine,","National authorities",,,"Confirmed"
243403,"African swine fever",,40.211,116.587,"Zhaoquanying Village","China","Asia","2018-12-04T00:00:00Z","2018-12-05T00:00:00Z","Domestic,Swine,","National authorities",,,"Confirmed"
243399,"African swine fever",,34.084,109.035,"Dongjiangpo Village, Duqu Township","China","Asia","2018-11-27T00:00:00Z","2018-12-05T00:00:00Z","Domestic,Swine,","National authorities",,,"Confirmed"
243398,"African swine fever",,28.807,105.78,"Wangwan Village, Zhenlong Township ","China","Asia","2018-11-27T00:00:00Z","2018-12-05T00:00:00Z","Domestic,Swine,","National authorities",,,"Confirmed"
243212,"African swine fever",,39.833,116.812,"Xiaodonggezhuang Village, Lucheng Township,","China","Asia","2018-12-01T00:00:00Z","2018-12-03T00:00:00Z","Domestic,Swine,","National authorities",,,"Confirmed"
243211,"African swine fever",,34.196,108.627," Liudong Village, Weifeng Township, ","China","Asia","2018-11-27T00:00:00Z","2018-12-03T00:00:00Z","Domestic,Swine,","National authorities",,,"Confirmed"
243210,"African swine fever",,39.301,117.387,"Wangzhuangzi Vilage,Panzhuang Township","China","Asia","2018-11-26T00:00:00Z","2018-11-30T00:00:00Z","Domestic,Swine,","National authorities",,,"Confirmed"
243209,"African swine fever",,29.454,115.87,"Matou Village, Mahuiling Township","China","Asia","2018-11-29T00:00:00Z","2018-12-02T00:00:00Z","Domestic,Swine,","National authorities",,,"Confirmed"
242900,"African swine fever",,27.632961,104.281615,"Weixin County","China","Asia",,"2018-11-16T00:00:00Z","Domestic,Swine,","National authorities",,,"Confirmed"
242893,"African swine fever",,29.889,115.205,"Shizhen Village,Chengdongxinqu District, Yangxin","China","Asia","2018-11-22T00:00:00Z","2018-11-25T00:00:00Z","Domestic,Swine,","National authorities",,,"Confirmed"
242876,"African swine fever",,40.709,109.826,"Qiankouzi Village,Kunbei Township, Kundulun District, Baotou","China","Asia","2018-11-21T00:00:00Z","2018-11-23T00:00:00Z","Domestic,Swine,","National authorities",,,"Confirmed"
